gvkey,datadate,ticker,cusip,conm,saleq,revtq,cogsq,xsgaq,oiadpq,txtq,piq,atq,gross_margin,marketing_effi,roic,adj_price,rev_growth_yoy
148390,2017-03-31,FORM,346375108,FORMFACTOR INC,128.829,128.829,71.772,37.63,7.916,0.367,5.552,632.667,0.4428894115455371,3.423571618389583,1.3315443353486867,11.85,1.4030329596538027
160888,2017-03-31,MPWR,609839105,MONOLITHIC POWER SYSTEMS INC,100.362,100.362,41.476,41.272,13.57,0.474,14.951,536.804,0.5867360156234431,2.431721263810816,0.8788564392506123,92.1,0.18754733055660733
115751,2017-03-31,DNXWF,26817E107,DYNEX POWER INC,11.553,11.553,7.875,1.786,0.701,0.139,0.545,58.545,0.31835886782653855,6.468645016797312,0.9581887046544904,,0.12459846198773494
114698,2017-03-31,EMAN,29076N206,EMAGIN CORP,6.069,6.069,3.765,3.797,-1.979,0.0,-1.999,26.853,0.379634206623826,1.5983671319462733,0.9899949974987494,2.35,-0.13312383945150696
114370,2017-03-31,IXYS,46600W106,IXYS CORP,83.372,83.372,52.459,19.356,9.233,0.396,9.69,433.979,0.37078395624430266,4.307294895639595,0.9138984686264925,14.55,0.045128616557187806
001327,2017-03-31,SWKS,83088M102,SKYWORKS SOLUTIONS INC,851.7,851.7,370.4,135.0,283.4,56.5,281.4,4166.8,0.5651050839497476,6.308888888888889,0.8048984946321293,97.98,0.09882595794091098
110760,2017-03-31,AXTI,00246W103,AXT INC,20.616,20.616,13.188,4.917,1.371,0.159,0.584,187.417,0.36030267753201395,4.192800488102502,1.7084437746293863,5.8,0.10169400951210372
110039,2017-03-31,AMKR,031652100,AMKOR TECHNOLOGY INC,899.284,899.284,621.594,117.85,18.384,-1.325,-15.293,4178.321,0.30879010412728347,7.630750954603309,-1.0979659212268642,11.59,0.03522808116203624
031255,2017-03-31,TSEM,M87915274,TOWER SEMICONDUCTOR LTD,330.08,330.08,195.614,32.005,52.763,1.999,49.045,1427.403,0.40737396994667957,10.313388533041712,1.0319596277897547,23.05,0.18715450487874175
031142,2017-03-31,STM,861012102,STMICROELECTRONICS NV,1821.0,1821.0,981.0,550.0,136.0,16.0,125.0,8326.0,0.4612850082372323,3.310909090909091,0.948736,15.46,0.12895226286422812
026187,2017-03-31,IOTS,00687D101,ADESTO TECHNOLOGIES CORP,11.307,11.307,5.449,7.798,-2.553,0.027,-2.748,43.501,0.5180861413283806,1.4499871761990255,0.9381674167159284,4.15,0.11114386792452824
209341,2017-03-31,UMC,910873405,UNITED MICROELECTRONICS CORP,1231.664,1231.664,561.822,194.172,40.052,-14.141,35.136,12487.794,0.5438512451447798,6.343159672867355,1.5986884251845963,1.93,0.15204178413153313
213412,2017-03-31,ASX,00215W100,ASE TECHNOLOGY HLDNG CO,2190.619,2190.619,1557.274,222.186,172.087,29.164,126.959,11440.059,0.28911691170395215,9.859392580990702,1.04408950077169,6.48,0.1302389702562854
119275,2017-03-31,MKSI,55306N104,MKS INC,437.153,437.153,222.274,107.079,85.967,12.225,77.285,2220.547,0.49154186291755975,4.082527853267214,0.9363870692345416,68.75,1.3799576439588197
233491,2017-03-31,MX,55933J203,MAGNACHIP SEMICONDUCTOR CORP,161.71,161.71,113.382,41.106,0.464,0.853,44.591,514.731,0.2988559767485004,3.9339755753417993,0.0102066324769326,9.55,0.09186050437189852
001161,2017-03-31,AMD,007903107,ADVANCED MICRO DEVICES,1178.0,1178.0,766.0,394.0,-16.0,5.0,-28.0,3299.0,0.34974533106960953,2.989847715736041,0.673469387755102,14.55,0.4158653846153846
216019,2017-03-31,AIIXY,009606203,AIXTRON SE,57.845,57.845,34.35,22.608,-6.358,0.988,-13.439,459.192,0.40617166565822455,2.558607572540694,0.5078817969348992,,1.010531437906225
009599,2017-04-30,SMTC,816850101,SEMTECH CORP,143.802,143.802,53.872,58.243,20.386,3.757,15.578,1007.252,0.6253737778334099,2.4690005665916934,0.9930310729018761,34.15,0.09651149491021371
006532,2017-04-30,XCRA,98400J108,XCERRA CORP,103.636,103.636,55.923,35.765,10.413,1.281,8.829,398.767,0.46039021189548035,2.8976932755487206,1.0082882965262863,9.8,0.26021134039422655
015420,2017-04-30,AMBA,G037AX101,AMBARELLA INC,64.135,64.135,22.468,38.346,2.617,0.206,2.77,519.069,0.649676463709363,1.6725342930162208,0.8745048156498847,56.22,0.12208478401595624
018346,2017-04-30,VXSYF,92856A109,VIXS SYSTEMS INC,6.578,6.578,4.41,5.881,-3.795,0.014,1.665,28.518,0.3295834600182426,1.118517258969563,-2.2601141682222763,,-0.08064290705800137
001704,2017-04-30,AMAT,038222105,APPLIED MATERIALS INC,3546.0,3546.0,1847.0,655.0,941.0,84.0,908.0,18240.0,0.479131415679639,5.413740458015267,0.9404704147179258,40.61,0.44734693877551024
001632,2017-04-30,ADI,032654105,ANALOG DEVICES INC,1147.982,1147.982,317.574,386.569,306.297,-6.85,86.714,26622.683,0.7233632583089282,2.969669062961593,3.8112995467813846,76.2,0.47410390284116155
137310,2017-04-30,MRVL,573874104,MARVELL TECHNOLOGY INC,572.709,572.709,205.385,243.2,102.311,5.166,104.758,4636.237,0.6413798281500728,2.354888980263158,0.9284796437199084,15.02,0.11501597444089429
013200,2017-04-30,PLAB,719405102,PHOTRONICS INC,108.297,108.297,66.796,14.62,5.536,0.431,1.915,1015.571,0.3832146781535961,7.407455540355677,2.2402290560301044,11.5,-0.1189850556852664
180711,2017-04-30,AVGO,11135F101,BROADCOM INC,4190.0,4190.0,1454.0,1000.0,545.0,-103.0,365.0,49849.0,0.6529832935560859,4.19,1.9145055357477951,22.081,0.18328155888167186
117768,2017-04-30,NVDA,67066G104,NVIDIA CORP,1937.0,1937.0,740.0,596.0,554.0,29.0,536.0,9410.0,0.6179659266907589,3.25,0.9776606705279572,2.6075,0.48429118773946356
185380,2017-05-31,LEDS,816645204,SEMILEDS CORP,2.111,2.111,2.035,1.136,-1.322,0.0,-1.586,18.297,0.03600189483657035,1.858274647887324,0.8335435056746532,2.93,-0.11227922624053821
007343,2017-05-31,MU,595112103,MICRON TECHNOLOGY INC,5566.0,5566.0,1900.0,638.0,2007.0,92.0,1739.0,33267.0,0.6586417535034136,8.724137931034482,1.0930544776482158,30.77,0.9206349206349207
031494,2017-05-31,PENG,706915105,PENGUIN SOLUTIONS INC,206.974,206.974,154.751,23.992,20.385,3.371,11.329,475.285,0.25231671610926976,8.62679226408803,1.2639546646325233,,0.38343281487076286
065286,2017-05-31,AEHR,00760J108,AEHR TEST SYSTEMS,6.683,6.683,3.999,3.214,-0.606,-0.011,-0.806,30.892,0.4016160407002843,2.0793403858120723,0.741599911334963,4.58,3.253978357733928
270705,2017-06-30,HIMX,43289P106,HIMAX TECHNOLOGIES INC,151.73,151.73,112.085,37.114,-0.94,-0.179,-1.162,734.004,0.2612864957490279,4.088214689874441,0.6843355719410714,8.2,-0.2454021902384198
264416,2017-06-30,UCTT,90385V107,ULTRA CLEAN HOLDINGS INC,228.261,228.261,183.518,17.735,24.405,3.106,23.285,453.843,0.1960168403713293,12.870651254581336,0.9082930012377091,18.75,0.7581394274094786
185112,2017-06-30,IPHI,45772F107,INPHI CORP,84.423,84.423,20.559,47.924,-3.447,0.371,-14.596,974.964,0.7564763156959596,1.7616017026959352,0.24216330361817295,34.3,0.39486815147709997
003969,2017-06-30,DIOD,254543101,DIODES INC,264.224,264.224,155.786,59.44,25.563,6.039,19.863,1579.129,0.41040178030761776,4.445222072678331,0.8956861524551469,24.03,0.11654165522195692
002581,2017-06-30,CVV,126601103,CVD EQUIPMENT CORP,10.829,10.829,6.208,2.579,1.831,0.574,1.831,46.546,0.42672453596823345,4.198914307871268,0.6865101037684326,11.07,1.8923611111111112
006003,2017-06-30,IDTI,458118106,INTEGRATED DEVICE TECH INC,196.713,196.713,64.546,85.744,28.571,-0.982,15.732,1384.002,0.6718773034827388,2.2941896809106175,1.9294697028908254,25.79,0.023864298800799544
006008,2017-06-30,INTC,458140100,INTEL CORP,14763.0,14763.0,3716.0,5189.0,3870.0,1764.0,4572.0,122107.0,0.7482896430264852,2.845056851031027,0.5198710397420795,33.74,0.09088893815118593
065036,2017-06-30,QUIK,74837P405,QUICKLOGIC CORP,3.026,3.026,1.292,4.933,-3.553,0.034,-3.573,30.24,0.5730337078651685,0.6134198256638962,1.0038650108421927,20.44016352130817,0.11372837688627158
066032,2017-06-30,POWI,739276103,POWER INTEGRATIONS INC,107.563,107.563,48.82,38.713,14.107,0.76,14.662,601.538,0.5461264561233882,2.778472347790148,0.9122744676334342,36.45,0.10240747763167346
026187,2017-06-30,IOTS,00687D101,ADESTO TECHNOLOGIES CORP,13.412,13.412,6.349,7.95,-1.536,0.013,-1.738,60.418,0.5266179540709812,1.6870440251572327,0.8903849642658983,4.55,0.3044154833689945
315629,2017-06-30,IMOS,16965P202,CHIPMOS TECHNOLOGIES INC,149.612,149.612,96.166,16.245,13.854,2.33,12.909,1163.18,0.3572307034195118,9.209726069559865,0.8794974787941123,23.26093069607482,0.07158102823418178
166460,2017-06-30,ASTI,043635804,ASCENT SOLAR TECH INC,0.025,0.025,2.984,,-3.247,0.0,-4.715,8.718,-118.36,,0.6886532343584305,1200.0,-0.90234375
180597,2017-06-30,STRI,78478V209,STR HOLDINGS INC,3.057,3.057,3.602,1.409,-1.954,-0.125,-0.409,34.471,-0.17827935884854432,2.1696238466997873,3.317388107435991,0.73,-0.5431176206845016
233491,2017-06-30,MX,55933J203,MAGNACHIP SEMICONDUCTOR CORP,166.685,166.685,113.25,34.658,12.004,0.538,-7.521,502.027,0.3205747367789543,4.809423509723585,-1.710235689667831,9.8,-0.0025193589697556362
031142,2017-06-30,STM,861012102,STMICROELECTRONICS NV,1923.0,1923.0,1033.0,553.0,185.0,18.0,171.0,8746.0,0.4628185127405096,3.477396021699819,0.9679901508156356,14.38,0.12918379330593077
064915,2017-06-30,INTT,461147100,INTEST CORP,15.888,15.888,7.094,5.29,3.131,0.891,2.336,56.704,0.5534994964753273,3.0034026465028356,0.8290967978865641,6.65,0.5153075822603721
164211,2017-06-30,SIMO,82706C108,SILICON MOTION TECH -ADR,132.732,132.732,65.647,33.814,30.271,7.124,31.157,647.237,0.5054169303559052,3.9253563612704796,0.7494169057874652,48.23,-0.05653725317373448
184551,2017-06-30,MXL,57776J100,MAXLINEAR INC,104.175,104.175,37.575,46.344,1.995,-29.515,-18.55,937.627,0.6393088552915767,2.247863801139306,0.06357168285612572,27.89,0.024467237700001032
064766,2017-06-30,RMBS,750917106,RAMBUS INC,94.72,94.72,8.037,64.569,8.334,2.507,5.112,803.294,0.9151499155405406,1.466957828059905,0.8307675670612092,11.43,0.2381537496241879
126423,2017-06-30,ONTO,683344105,ONTO INNOVATION INC,67.418,67.418,31.006,22.256,12.695,3.559,12.752,370.586,0.5400931501972767,3.0292056074766354,0.7176841537096452,,0.07523006012663291
119275,2017-06-30,MKSI,55306N104,MKS INC,480.757,480.757,250.894,105.223,104.052,37.532,157.972,2384.683,0.4781272035560585,4.568934548530264,0.5021817733784787,67.3,0.4753437815510295
031255,2017-06-30,TSEM,M87915274,TOWER SEMICONDUCTOR LTD,345.059,345.059,201.609,33.67,57.391,2.683,54.41,1498.508,0.41572600627718737,10.248262548262549,1.0027753085757525,23.85,0.13132985577191048
132740,2017-06-30,IFNNY,45662N103,INFINEON TECHNOLOGIES AG,2332.701,2332.701,1185.212,517.759,370.351,44.859,354.946,11005.91,0.4919143087776788,4.5053799161385895,0.9115332359709281,,0.38268546838324213
133288,2017-06-30,SLAB,826919102,SILICON LABORATORIES INC,190.098,190.098,73.194,85.165,21.332,1.261,17.83,1434.327,0.6149670170122779,2.2321141313920037,1.111796203251938,68.35,0.08684565600201255
007346,2017-06-30,MSCC,595137100,MICROSEMI CORP,458.1,458.1,153.2,161.4,81.8,-2.4,11.3,4322.8,0.665575201920978,2.8382899628252787,8.77641162189678,46.8,0.061891515994436874
006565,2017-06-30,LRCX,512807306,LAM RESEARCH CORP,2344.907,2344.907,1212.993,440.126,612.752,77.071,603.495,12122.765,0.48271168110291796,5.327808400321726,0.8856723074477414,14.142999,0.5165014185832795
006509,2017-06-30,KLIC,501242101,KULICKE & SOFFA INDUSTRIES,243.897,243.897,127.451,59.433,53.049,-17.657,17.152,1148.916,0.4774392468952058,4.103730250870728,6.276813322676134,19.02,0.1269927084199729
006304,2017-06-30,KLAC,482480100,KLA CORP,938.647,938.647,333.597,238.656,352.07,68.87,325.032,5532.173,0.644598022472772,3.9330542705819256,0.8536728811352554,91.51,0.021188658040778074
184725,2017-06-30,NXPI,N6596X109,NXP SEMICONDUCTORS NV,2202.0,2202.0,931.0,608.0,103.0,-54.0,9.0,23628.0,0.5772025431425977,3.6217105263157894,80.11111111111111,109.45,-0.06892177589852011
064853,2017-06-30,QRVO,74736K101,QORVO INC,640.831,640.831,299.491,188.334,-24.521,-9.644,-40.268,6442.696,0.5326521344941177,3.402630433166608,0.4631055369966886,63.32,-0.08260979733356999
133564,2017-06-30,CAMT,M20791105,CAMTEK LTD,22.682,22.682,11.527,9.167,1.988,-5.404,-11.068,125.372,0.4917996649325456,2.4743100250899968,-0.09191816035157503,4.83,0.14353415679354664
133905,2017-06-30,NVMI,M7516K103,NOVA LTD,56.126,56.126,21.794,17.068,15.686,2.898,16.211,259.362,0.6116951145636603,3.2883759081321773,0.7946365393474901,22.09,0.5776809557273364
134932,2017-06-30,ON,682189105,ON SEMICONDUCTOR CORP,1338.0,1338.0,756.8,301.0,163.7,48.8,143.2,6834.3,0.4343796711509716,4.445182724252492,0.753589151399769,14.04,0.5242652084757349
135044,2017-06-30,PXLW,72581M404,PIXELWORKS INC,20.721,20.721,8.545,8.431,2.77,0.669,1.933,46.634,0.5876164277785821,2.4577155734788283,0.9370507982226095,4.59,0.6471383147853735
135788,2017-06-30,CEVA,157210105,CEVA INC,20.575,20.575,1.128,16.488,2.17,-0.983,2.925,256.283,0.945176184690158,1.2478772440562833,0.99120286361312,45.45,0.20300532070396993
184155,2017-06-30,DQ,23703Q203,DAQO NEW ENERGY CORP,47.222,47.222,34.349,3.618,9.255,2.768,5.18,670.631,0.2726059887340646,13.051962410171365,0.8319442166932515,4.152,-0.34051170325680125
184182,2017-06-30,JKS,47759T100,JINKOSOLAR HOLDING CO,1181.727,1181.727,1057.138,111.882,12.707,-4.785,2.319,4140.821,0.10542959583727883,10.562262026063173,16.785894352686928,20.8,0.4267223321553919
184604,2017-06-30,AOSL,G6331P104,ALPHA AND OMEGA SEMICONDUCTO,98.007,98.007,65.881,21.525,3.561,0.807,3.594,398.408,0.32779291275113004,4.553170731707317,0.7683388563577025,16.67,0.0721693468985889
024800,2017-06-30,QCOM,747525103,QUALCOMM INC,5360.0,5360.0,2096.0,2101.0,770.0,-6.0,859.0,64379.0,0.608955223880597,2.5511661113755353,0.9026523246973428,55.22,-0.11317008603573797
025166,2017-06-30,KOPN,500600101,KOPIN CORP,5.928,5.928,4.182,9.113,-8.067,0.0,-7.26,101.634,0.29453441295546556,0.6504992867332382,1.1111570247933884,3.71,0.3608815426997245
025274,2017-06-30,OLED,91347P105,UNIVERSAL DISPLAY CORP,102.513,102.513,13.113,22.198,60.519,14.134,61.321,707.635,0.8720845161101519,4.618118749436886,0.759443821609063,109.25,0.5920145359672011
133726,2017-06-30,CCMP,12571T100,CMC MATERIALS INC,127.957,127.957,59.098,35.632,26.911,5.74,25.679,801.274,0.5381417194838891,3.5910698248765156,0.8137237559539134,73.83,0.18312190250758187
184702,2017-06-30,NPTN,64051T100,NEOPHOTONICS CORP,73.214,73.214,49.2,25.845,-8.946,-0.451,-9.792,391.176,0.32799737755074165,2.8328109885858,0.8715242109405037,7.72,-0.26142702942630314
014108,2017-06-30,CYBE,232517102,CYBEROPTICS CORP,16.409,16.409,8.184,6.027,1.662,0.539,1.634,63.995,0.5012493144006338,2.7225817156130745,0.6816179742287888,20.65,-0.11926359293650379
176305,2017-06-30,HQCL,41135V301,HANWHA Q CELLS CO LTD,577.7,577.7,510.5,47.1,20.1,-3.0,15.7,2230.6,0.11632335122035659,12.265392781316349,1.5248894478477828,7.15,-0.09451410658307202
187722,2017-06-30,IMI,45882D109,INTERMOLECULAR INC,8.088,8.088,1.071,8.534,-2.993,0.0,-2.855,46.478,0.8675816023738873,0.947738457932974,1.048336252189142,0.9,-0.3104271463892915
187740,2017-06-30,MTSI,55405Y100,MACOM TECHNLGY SOL HLDGS INC,194.555,194.555,75.296,71.92,21.613,3.222,-10.754,1632.879,0.6129834751098661,2.7051585094549497,-2.6119080334761926,55.77,0.3673324524907229
201395,2017-06-30,TSM,874039100,TAIWAN SEMICONDUCTOR MFG CO,7039.342,7039.342,1725.409,660.458,2744.575,653.285,2834.676,65386.234,0.7548905849438768,10.658273501115893,0.7450780454180844,34.96,0.023699104383150482
208068,2017-06-30,SPIL,827084864,SILICONWARE PRECISION INDS,672.305,672.305,432.486,61.973,61.705,26.077,97.115,4142.401,0.35671161154535513,10.848353315153373,0.4647703917495628,7.97,0.00026483090249307395
209341,2017-06-30,UMC,910873405,UNITED MICROELECTRONICS CORP,1235.612,1235.612,594.04,166.019,46.38,21.025,69.663,12699.714,0.5192341932580777,7.442593919973015,0.46483851631722184,2.44,0.07733152907921137
213412,2017-06-30,ASX,00215W100,ASE TECHNOLOGY HLDNG CO,2173.337,2173.337,1538.151,227.024,171.691,105.563,374.522,11738.743,0.2922630038507604,9.573159665938404,0.32921449133439673,6.31,0.1199777585160251
216019,2017-06-30,AIIXY,009606203,AIXTRON SE,75.16,75.16,45.134,26.057,-4.582,0.315,-13.662,473.609,0.3994944119212347,2.8844456384081054,0.3431156189648485,,0.9741023822656474
001327,2017-06-30,SWKS,83088M102,SKYWORKS SOLUTIONS INC,900.8,900.8,391.6,142.4,304.1,60.6,306.8,4310.2,0.5652753108348135,6.325842696629214,0.7954149661135939,95.95,0.19835040574697338
001166,2017-06-30,ASMIY,N07045102,ASM INTERNATIONAL NV,255.911,255.911,128.37,60.773,50.356,2.835,182.044,2443.154,0.4983802962748768,4.210932486466029,0.27230668436654526,,0.7297828908235551
001161,2017-06-30,AMD,007903107,ADVANCED MICRO DEVICES,1151.0,1151.0,730.0,412.0,-26.0,3.0,-39.0,3370.0,0.365768896611642,2.7936893203883497,0.717948717948718,12.48,0.12074001947419677
003158,2017-06-30,COHU,192576106,COHU INC,93.866,93.866,54.538,24.685,12.506,1.078,11.786,401.344,0.41898024843926446,3.802552157180474,0.9640374678831146,15.74,0.22936885256636952
186962,2017-06-30,SQNS,817323405,SEQUANS COMMUNICATIONS SA,13.217,13.217,6.367,9.649,-4.087,0.083,-5.907,69.203,0.5182719225240221,1.3697792517359313,0.7016128239503971,33.1,0.3372116552003237
177629,2017-06-30,YGEHY,98584B202,YINGLI GREEN ENERGY HLDGS CO,468.129,468.129,440.873,34.567,-26.674,0.013,-47.914,1951.333,0.058223267518141365,13.542656290681863,0.5568568095950751,,0.23259634904460613
177426,2017-06-30,POET,73044W302,POET TECHNOLOGIES INC,0.648,0.648,0.321,2.811,-3.043,-0.074,-2.901,29.582,0.5046296296296297,0.2305229455709712,1.0221915893686175,,0.12305025996533803
176363,2017-06-30,MLNX,M51363113,MELLANOX TECHNOLOGIES LTD,211.962,211.962,50.218,140.357,-4.246,2.423,-5.568,1466.663,0.7630801747483039,1.510163369123022,1.094416588737779,43.3,-0.01321688446515612
187450,2017-06-30,ENPH,29355A107,ENPHASE ENERGY INC,74.704,74.704,58.903,19.185,-5.639,0.853,-11.24,163.678,0.21151477832512317,3.8938754235079487,0.5397635145831486,0.865,-0.05658900044200299
178865,2017-06-30,RBCN,78112T206,RUBICON TECHNOLOGY INC,1.053,1.053,3.548,1.688,-4.481,0.018,-5.59,42.317,-2.369420702754036,0.6238151658767772,0.8041912308268343,9.26,-0.7021216407355022
178377,2017-06-30,SPIEF,G8651P110,SPI ENERGY CO LTD,67.535,67.535,59.159,19.31,-10.934,0.909,-13.476,376.253,0.1240245798474865,3.497410668047644,0.8660977914762619,,0.03270842253348816
148390,2017-06-30,FORM,346375108,FORMFACTOR INC,143.976,143.976,73.208,39.694,20.042,1.04,18.617,653.398,0.491526365505362,3.627147679750088,1.0164041111669266,12.4,0.7329176847249137
014170,2017-06-30,SEV.4,81783K108,SEVCON INC,18.556,18.556,13.346,7.92,-3.288,-0.269,-3.174,68.786,0.28077171804268164,2.342929292929293,0.9481217310305972,,0.3337166678645871
014256,2017-06-30,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,602.005,602.005,172.195,189.14,202.476,32.271,195.58,4570.233,0.7139641697328095,3.1828539706037855,0.8644398681983398,44.9,0.06337635084769122
018509,2017-06-30,IPWR,451622203,IDEAL POWER INC,0.253,0.253,0.653,2.636,-3.148,0.0,-3.211,17.011,-1.5810276679841897,0.09597875569044007,0.980379943942697,21.0,-0.2142857142857143
018870,2017-06-30,OPVS,63009W108,NANOFLEX POWER CORP,0.048,0.048,0.047,0.828,-0.828,0.0,-0.029,0.571,0.020833333333333332,0.057971014492753624,28.551724137931036,,0.6000000000000001
021743,2017-06-30,NVEC,629445206,NVE CORP,7.608,7.608,1.557,1.305,4.504,1.568,4.866,93.629,0.7953470031545742,5.829885057471264,0.6273426642063191,77.0,0.13416815742397126
022325,2017-06-30,XLNX,983919101,XILINX INC,602.81,602.81,179.592,242.226,169.055,13.65,170.894,5087.062,0.7020752807684013,2.4886263241765954,0.9102243988792047,64.32,0.04839986016929254
176661,2017-06-30,JASO,466090206,JA SOLAR HOLDINGS CO LTD,886.367,886.367,771.696,76.862,37.809,7.627,27.501,3066.408,0.12937191930656264,11.53192735031615,0.9935357626968805,6.35,0.47006765150271246
027794,2017-06-30,WOLF,97785W106,WOLFSPEED INC,358.939,358.939,230.681,103.175,-11.966,1.88,-4.01,2649.867,0.35732533940307404,3.478933850254422,4.383041150241603,7.83,-0.07588314500287063
028087,2017-06-30,MRAM,30041T104,EVERSPIN TECHNOLOGIES INC,8.925,8.925,2.855,10.581,-4.789,0.0,-5.187,36.747,0.6801120448179272,0.8434930535866175,0.923269712743397,19.98,0.34029133503529074
110039,2017-06-30,AMKR,031652100,AMKOR TECHNOLOGY INC,1008.385,1008.385,686.93,112.066,64.55,33.466,153.496,4384.131,0.3187820128224835,8.998135027573037,0.3288455184473098,9.77,0.09926569180422229
110760,2017-06-30,AXTI,00246W103,AXT INC,23.557,23.557,15.191,4.961,2.295,0.321,2.119,191.772,0.35513859999150993,4.748437814956662,0.9189893190912308,6.35,0.14940229324225407
114370,2017-06-30,IXYS,46600W106,IXYS CORP,83.542,83.542,55.181,17.579,8.371,1.747,7.241,449.387,0.33948193722917813,4.7523749928892425,0.877139970851052,16.45,0.03601279793645662
114698,2017-06-30,EMAN,29076N206,EMAGIN CORP,5.26,5.26,3.516,3.33,-2.081,0.0,-2.27,28.611,0.3315589353612167,1.5795795795795795,0.9167400881057268,2.45,-0.04934032170612701
115751,2017-06-30,DNXWF,26817E107,DYNEX POWER INC,11.546,11.546,9.579,1.705,-0.96,-0.191,-1.135,63.041,0.17036203014030832,6.771847507331378,0.7034795940150207,,0.2657311992983995
027965,2017-06-30,MCHP,595017104,MICROCHIP TECHNOLOGY INC,972.141,972.141,356.746,241.892,221.702,-4.382,166.205,7887.891,0.6330305994706529,4.0189051312155835,1.3690754197104078,38.59,0.21607158270276505
160888,2017-06-30,MPWR,609839105,MONOLITHIC POWER SYSTEMS INC,112.198,112.198,46.754,46.455,14.97,1.194,16.207,568.046,0.5832902547282482,2.415197502959854,0.8556260938737648,96.4,0.19259345868897415
177225,2017-06-30,CAVM,14964U108,CAVIUM INC,242.093,242.093,63.161,132.754,-3.265,-1.049,-12.121,1535.131,0.7391043937660321,1.823621133826476,0.24605509385293048,62.13,1.2592153642285222
010499,2017-06-30,TXN,882508104,TEXAS INSTRUMENTS INC,3693.0,3693.0,1173.0,812.0,1483.0,430.0,1486.0,16438.0,0.6823720552396426,4.548029556650246,0.7091979154024372,76.93,0.12832263978001834
010740,2017-06-30,TRT,896712205,TRIO-TECH INTERNATIONAL,10.638,10.638,7.797,2.005,0.358,0.085,0.452,33.498,0.2670614777213762,5.305735660847881,0.6430906883859346,4.98,0.20680657969370397
012215,2017-06-30,CY,232806109,CYPRESS SEMICONDUCTOR CORP,593.776,593.776,333.304,169.315,24.933,4.503,-12.351,3744.11,0.4386704750613026,3.506930868499542,-2.754693493196247,13.65,0.31912993444072435
016401,2017-06-30,CRUS,172755100,CIRRUS LOGIC INC,320.735,320.735,139.423,118.464,43.252,4.963,47.875,1366.65,0.5653015729496313,2.707446988114533,0.8097806156971552,62.72,0.23631604915429327
016597,2017-06-30,LSCC,518415104,LATTICE SEMICONDUCTOR CORP,94.137,94.137,36.605,48.617,-6.286,0.047,-12.975,697.281,0.6111518319045646,1.9362980027562375,0.4862250555945367,6.66,-0.0511243939561935
026709,2017-06-30,VSM,92532W103,VERSUM MATERIALS INC,290.8,290.8,148.9,46.4,84.8,14.4,69.1,1181.8,0.4879642365887208,6.267241379310345,0.9714648331556648,32.5,0.19818706221672855
027387,2017-06-30,PI,453204109,IMPINJ INC,34.111,34.111,15.502,18.45,-0.814,0.045,-0.932,167.512,0.5455424936237577,1.8488346883468836,0.9155607029048242,48.65,0.3125673387717407
032524,2017-06-30,AQ,03842Q108,AQUANTIA CORP,25.164,25.164,9.739,14.607,-0.355,-0.509,-1.841,62.882,0.6129788586870132,1.722735674676525,0.1395163162924526,12.96,0.1536768751146158
032638,2017-06-30,ACMR,00108J109,ACM RESEARCH INC,8.763,8.763,5.251,3.653,-0.202,-0.032,-0.513,47.437,0.400775989957777,2.3988502600602244,0.36920001975916616,1.59,0.07892144791923172
100245,2017-06-30,ATEYY,00762U200,ADVANTEST CORP,362.073,362.073,168.604,164.012,19.083,5.124,13.941,1935.089,0.5343369983401137,2.207600663366095,0.8657243574079068,,-0.08504578902680637
137573,2017-06-30,ENTG,29362U104,ENTEGRIS INC,329.002,329.002,162.322,78.443,62.819,11.042,51.033,1727.443,0.5066230600421882,4.194153716711497,0.964608499166916,21.95,0.08562886897298139
137602,2017-06-30,ACLS,054540208,AXCELIS TECHNOLOGIES INC,102.79,102.79,62.473,26.532,12.53,-2.611,11.321,354.742,0.3922268703181243,3.874189657771747,1.3620559759349666,20.95,0.5948550061286872
138961,2017-06-30,OIIM,67107W100,O2MICRO INTERNATIONAL LTD,14.514,14.514,7.127,8.941,-1.554,0.23,-1.204,88.429,0.5089568692297093,1.62330835477016,1.5372595225218264,1.96,0.09771592799878981
141278,2017-06-30,MOSY,619718307,MOSYS INC,1.384,1.384,0.539,3.386,-2.762,0.007,-3.987,19.888,0.6105491329479769,0.4087418783225044,0.6939677100815926,1368.0,-0.1524800979791795
142814,2017-06-30,SYNA,87157D109,SYNAPTICS INC,426.5,426.5,279.8,106.4,18.0,-1.7,16.1,1266.7,0.34396248534583823,4.008458646616542,1.2360634234790324,51.71,0.3167644334671196
144437,2017-06-30,PDFS,693282105,PDF SOLUTIONS INC,24.289,24.289,10.088,13.471,-0.653,-0.814,-0.625,227.057,0.5846679566882128,1.803058421794967,-0.31594752,16.45,-0.08989058752997592
175404,2017-06-30,FSLR,336433107,FIRST SOLAR INC,623.326,623.326,483.633,78.679,32.214,-40.028,11.935,6680.286,0.2241090536894017,7.922393523049353,11.751519459634112,39.88,-0.38674608234358887
175982,2017-06-30,CSIQ,136635109,CANADIAN SOLAR INC,692.365,692.365,503.326,99.592,68.247,8.958,49.312,5675.014,0.2730337322077228,6.952014218009479,1.1325696540595873,15.92,-0.14088615793901516
010453,2017-06-30,TER,880770102,TERADYNE INC,696.901,696.901,289.931,172.381,210.092,31.901,206.877,3030.225,0.5839710374931303,4.042794739559464,0.8589414879115419,30.03,0.31047418826498263
