gvkey,datadate,ticker,cusip,conm,saleq,revtq,cogsq,xsgaq,oiadpq,txtq,piq,atq,gross_margin,marketing_effi,roic,adj_price,rev_growth_yoy
166303,2013-09-30,TSEM1,M8799X002,JAZZ TECHNOLOGIES INC,43.914,43.914,24.77,6.073,1.889,-1.049,-4.041,231.889,0.43594297945985333,7.231022558867116,-0.3461113539205083,,0.03234754807466267
165555,2013-09-30,ACTS,00507E107,ACTIONS SEMICNDCTR LTD -ADR,16.884,16.884,9.909,9.127,-3.518,0.197,0.045,331.697,0.4131130063965885,1.8498959132244988,264.06716049382715,2.4,0.0691489361702129
165534,2013-09-30,VIMC,92718N109,VIMICRO INTL CORP -ADR,24.153,24.153,14.621,8.83,0.702,0.0,2.744,147.008,0.3946507680205357,2.735334088335221,0.25583090379008744,1.41,0.11058488136840161
164211,2013-09-30,SIMO,82706C108,SILICON MOTION TECH -ADR,57.132,57.132,29.312,16.399,11.421,2.576,12.155,312.434,0.48694251907862496,3.4838709677419355,0.7404817825966228,13.06,-0.2586614071055978
154434,2013-09-30,MSPD,602682205,MINDSPEED TECHNOLOGIES INC,36.043,36.043,12.747,22.951,-1.638,0.105,-51.665,91.324,0.646339094969897,1.570432660886236,0.03176868181738189,3.04,-0.006094198102801762
148390,2013-09-30,FORM,346375108,FORMFACTOR INC,67.634,67.634,48.506,22.447,-10.601,-0.147,-10.861,372.94,0.2828163349794482,3.0130529692163766,0.9628504753689558,6.86,0.639135281857399
100245,2013-09-30,ATEYY,00762U200,ADVANTEST CORP,303.46,303.46,140.999,187.238,-47.908,11.836,-46.479,2258.277,0.5353621564621367,1.620718016641921,1.2932270191028754,,-0.4087550851816637
066708,2013-09-30,BRCM,111320107,BROADCOM CORP,2146.0,2146.0,958.0,790.0,298.0,9.0,325.0,11345.0,0.5535880708294502,2.7164556962025315,0.8915313609467456,26.02,0.008458646616541277
066032,2013-09-30,POWI,739276103,POWER INTEGRATIONS INC,91.715,91.715,38.126,31.059,16.594,0.022,16.676,483.639,0.5842991877010304,2.952928297755884,0.9937699795766086,27.08,0.17515535908770574
001161,2013-09-30,AMD,007903107,ADVANCED MICRO DEVICES,1461.0,1461.0,888.0,443.0,73.0,3.0,51.0,4317.0,0.3921971252566735,3.2979683972911964,1.3471741637831602,3.81,0.15130023640661938
001166,2013-09-30,ASMIY,N07045102,ASM INTERNATIONAL NV,176.954,176.954,101.368,50.224,17.68,2.942,74.426,2618.928,0.42715055890231357,3.523295635552724,0.2281611775565299,,-0.6717767798681943
001327,2013-09-30,SWKS,83088M102,SKYWORKS SOLUTIONS INC,477.0,477.0,249.0,96.9,105.5,21.6,105.8,2333.1,0.4779874213836478,4.922600619195046,0.7935845712386677,24.84,0.13271259733135765
002581,2013-09-30,CVV,126601103,CVD EQUIPMENT CORP,4.706,4.706,2.787,2.337,-0.589,-0.175,-0.614,39.451,0.4077773055673608,2.0136927685066324,0.6858719986418954,9.66,0.0019161166702150734
003158,2013-09-30,COHU,192576106,COHU INC,55.977,55.977,39.28,24.319,-11.445,-1.289,-12.402,341.12,0.298283223466781,2.301780500842962,0.8269203072650781,10.91,-0.030667728752510892
014108,2013-09-30,CYBE,232517102,CYBEROPTICS CORP,8.726,8.726,4.326,4.967,-0.961,-0.294,-1.068,48.603,0.5042402016960806,1.756794845983491,0.6521114758237596,6.24,-0.24502509084616708
014170,2013-09-30,SEV.4,81783K108,SEVCON INC,8.871,8.871,5.413,2.911,0.404,0.307,0.352,23.36,0.38980949160184875,3.0474063895568535,0.1467264979338843,,0.10597182396209948
014256,2013-09-30,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,585.241,585.241,190.348,207.124,136.636,22.026,125.146,3763.997,0.6747527941480518,2.8255586025762347,0.8996510642682958,29.82,-0.06072142197969754
014324,2013-09-30,ALTR.1,021441100,ALTERA CORP,445.945,445.945,130.825,177.705,124.869,8.634,128.067,5019.764,0.7066342261938131,2.509467938437298,0.9092943712232877,,-0.09911920971293509
028386,2013-09-30,EZCH,M4146Y108,EZCHIP SEMICONDUCTOR LTD,18.804,18.804,2.768,9.837,6.041,0.0,6.528,316.026,0.8527972771750691,1.9115584019518146,0.9253982843137255,24.642,1.0247658016582317
028938,2013-09-30,UTEK,904034105,ULTRATECH INC,29.732,29.732,16.071,20.497,-8.707,-0.63,-8.38,448.189,0.45947127673886723,1.4505537395716446,0.9609088863699796,30.3,-0.5089434654070392
029274,2013-09-30,ATMI.1,00207R101,ATMI INC,87.925,87.925,46.13,28.839,12.956,2.902,13.394,591.852,0.4753483082172306,3.048822774714796,0.757719793187971,,-0.19221476016794214
029722,2013-09-30,DSPG,23332B106,DSP GROUP INC,35.381,35.381,21.994,13.49,-0.103,0.011,0.409,191.348,0.3783669200983579,2.6227575982209044,-0.24506070623681112,7.05,-0.03504609174712259
001632,2013-10-31,ADI,032654105,ANALOG DEVICES INC,678.133,678.133,205.748,229.002,215.813,80.958,282.512,6381.75,0.6965963903835973,2.961253613505559,0.5449983959200676,49.3,-0.024218520671574373
180711,2013-10-31,AVGO,11135F101,BROADCOM INC,738.0,738.0,335.0,164.0,181.0,8.0,180.0,3415.0,0.5460704607046071,4.5,0.9608641975308642,4.543,0.1941747572815533
001704,2013-10-31,AMAT,038222105,APPLIED MATERIALS INC,1988.0,1988.0,1099.0,513.0,278.0,11.0,194.0,12043.0,0.4471830985915493,3.875243664717349,1.3517376979487725,17.855,0.20777642770352367
137704,2013-10-31,OVTI,682128103,OMNIVISION TECHNOLOGIES INC,397.249,397.249,316.523,47.579,24.965,1.789,28.092,1238.884,0.2032125946194956,8.349250719855398,0.8320923626503418,14.01,0.01822949374194205
137310,2013-10-31,MRVL,573874104,MARVELL TECHNOLOGY INC,931.226,931.226,439.068,354.008,101.592,-6.396,96.76,5347.956,0.52850543262323,2.630522474068383,1.119340671660092,11.995,0.19253253696786077
006532,2013-10-31,XCRA,98400J108,XCERRA CORP,32.767,32.767,15.829,22.103,-5.165,0.14,-6.76,241.447,0.5169225135044404,1.482468443197756,0.7798768425475299,,-0.24129387792905432
009599,2013-10-31,SMTC,816850101,SEMTECH CORP,141.026,141.026,64.964,61.852,14.21,-1.265,11.188,1175.691,0.5393473543885524,2.2800556166332537,1.4137191816043775,31.11,-0.12339785427466765
012234,2013-10-31,SIGM,826565103,SIGMA DESIGNS INC,54.394,54.394,18.819,28.275,2.808,4.178,1.2,217.127,0.6540243409199544,1.9237488947833774,-5.8071,5.44,-0.14883029496909483
013200,2013-10-31,PLAB,719405102,PHOTRONICS INC,106.009,106.009,61.473,18.505,8.17,1.074,5.985,885.929,0.4201152732315181,5.728667927587138,1.120117754704221,8.4,0.017175371093562708
015420,2013-10-31,AMBA,G037AX101,AMBARELLA INC,45.99,45.99,16.381,19.237,10.064,0.926,10.052,175.684,0.6438138725809959,2.3907054114466915,0.9089628480251281,20.55,0.2893549020157562
117768,2013-10-31,NVDA,67066G104,NVIDIA CORP,1053.967,1053.967,406.826,436.615,147.8,22.75,141.484,5711.373,0.6140049925661809,2.4139505055941735,0.8766674337655972,0.379725,-0.12469209623705457
065286,2013-11-30,AEHR,00760J108,AEHR TEST SYSTEMS,4.95,4.95,2.414,2.315,0.179,0.002,0.139,11.626,0.5123232323232323,2.138228941684665,1.2692407225298898,2.83,-0.020577760189948613
185380,2013-11-30,LEDS,816645204,SEMILEDS CORP,3.417,3.417,4.188,3.77,-6.107,0.0,-6.35,77.83,-0.22563652326602282,0.9063660477453581,0.961732283464567,10.6,-0.4512606391520797
007343,2013-11-30,MU,595112103,MICRON TECHNOLOGY INC,4042.0,4042.0,2270.0,496.0,785.0,80.0,461.0,19794.0,0.4383968332508659,8.149193548387096,1.40731974722498,21.1,1.2039258451472192
009799,2013-11-30,SODI,834256208,SOLITRON DEVICES INC,2.115,2.115,1.37,0.413,0.274,0.003,0.363,12.598,0.35224586288416077,5.121065375302663,0.7485827470801175,,0.07578840284842325
025166,2013-12-31,KOPN,500600101,KOPIN CORP,5.55,5.55,3.827,6.964,-5.83,-0.054,-9.898,146.132,0.31045045045045044,0.7969557725445147,0.5857944609476143,4.22,-0.35276967930029146
124599,2013-12-31,SIMG,82705T102,SILICON IMAGE INC,61.377,61.377,21.909,35.518,1.609,1.837,0.873,252.139,0.6430421819248252,1.7280533813840868,-2.035188268652682,6.15,0.02974632574994973
024803,2013-12-31,VTSS,928497304,VITESSE SEMICONDUCTOR CORP,27.083,27.083,10.268,18.533,-2.214,-0.202,-5.573,83.351,0.6208691799283683,1.461339232720013,0.38287294850923886,2.92,0.0527072725152562
025274,2013-12-31,OLED,91347P105,UNIVERSAL DISPLAY CORP,49.478,49.478,26.758,,19.42,-38.265,19.621,462.754,0.4591939852055459,,2.9199841247280425,34.36,0.7587175203497674
126423,2013-12-31,ONTO,683344105,ONTO INNOVATION INC,44.485,44.485,20.565,20.339,1.872,-1.635,0.419,371.362,0.5377093402270429,2.18717734401888,21.901720769419175,,-0.18073997679515275
178943,2013-12-31,ENTR.1,29384R105,ENTROPIC COMMUNICATIONS INC,57.931,57.931,25.649,41.02,-13.67,-1.333,-13.235,295.26,0.5572491412197269,1.412262311067772,0.9288392716077064,,-0.35415505362438404
130762,2013-12-31,ISIL,46069S109,INTERSIL CORP  -CL A,145.993,145.993,59.965,54.397,21.187,13.753,21.262,1191.396,0.5892611289582377,2.683842858981194,0.3519195092017114,11.471,0.0621226010156124
027965,2013-12-31,MCHP,595017104,MICROCHIP TECHNOLOGY INC,482.372,482.372,176.214,142.694,118.222,7.187,112.588,4003.108,0.634692726775186,3.380464490448092,0.983012011593121,22.375,0.15941708508894425
028386,2013-12-31,EZCH,M4146Y108,EZCHIP SEMICONDUCTOR LTD,20.097,20.097,3.519,10.45,5.967,0.0,6.513,329.7,0.8248992386923422,1.9231578947368422,0.9161676646706587,24.61,0.3215624383507596
028938,2013-12-31,UTEK,904034105,ULTRATECH INC,24.028,24.028,20.039,22.562,-20.54,-0.081,-20.648,434.164,0.16601464957549525,1.0649765091747185,0.9908670899358274,29.0,-0.6336692534036682
135788,2013-12-31,CEVA,157210105,CEVA INC,13.966,13.966,1.189,9.84,2.762,0.295,3.423,212.327,0.9148646713446943,1.419308943089431,0.7373549843990691,15.22,0.07704172129251163
137573,2013-12-31,ENTG,29362U104,ENTEGRIS INC,186.26,186.26,99.22,54.532,22.494,3.816,24.357,875.294,0.4673037689251584,3.415609183598621,0.7788264299424251,11.59,0.10989286012227528
137602,2013-12-31,ACLS,054540208,AXCELIS TECHNOLOGIES INC,58.574,58.574,36.167,20.236,1.044,-0.085,0.529,233.549,0.38254174206986036,2.894544376358964,2.2906436154816485,9.76,0.3125826330532213
138961,2013-12-31,OIIM,67107W100,O2MICRO INTERNATIONAL LTD,19.104,19.104,9.541,14.99,-5.427,0.291,-4.769,137.419,0.5005757956448911,1.2744496330887258,1.2074125719589115,2.79,0.13558818284491458
141278,2013-12-31,MOSY,619718307,MOSYS INC,0.986,0.986,7.119,,-6.496,0.003,-6.453,77.989,-6.220081135902637,,1.0071315652722763,44159.99999999999,-0.38181818181818183
141389,2013-12-31,CSCD,147322101,CASCADE MICROTECH INC,34.035,34.035,17.673,11.603,3.098,-6.621,2.181,118.511,0.48074041427941827,2.9332931138498664,5.732597454444316,9.32,0.1207521074815594
142814,2013-12-31,SYNA,87157D109,SYNAPTICS INC,205.763,205.763,106.139,67.807,26.477,5.215,22.549,822.696,0.4841686795002017,3.0345392068665475,0.9026367146930367,51.81,0.43849972035794194
163772,2013-12-31,CODE,84649R200,SPANSION INC,313.67,313.67,188.635,100.326,-3.877,3.301,-20.397,1380.921,0.3986195683361495,3.1265075852720132,0.22083855885250028,13.89,0.4003937728528888
163927,2013-12-31,HITT,43365Y104,HITTITE MICROWAVE CORP,68.775,68.775,20.464,21.292,24.981,8.36,23.966,656.488,0.702450018175209,3.230086417433778,0.6787507336135578,61.73,0.0037947894621617184
164211,2013-12-31,SIMO,82706C108,SILICON MOTION TECH -ADR,52.489,52.489,27.045,18.509,6.935,2.083,7.499,316.763,0.4847491855436377,2.8358636339078287,0.6679107198735534,14.15,-0.256571865616679
165534,2013-12-31,VIMC,92718N109,VIMICRO INTL CORP -ADR,21.427,21.427,14.317,8.917,-1.807,0.692,-1.376,158.232,0.3318243337844775,2.402938207917461,1.9736576358842617,1.94,0.13797864995485676
165555,2013-12-31,ACTS,00507E107,ACTIONS SEMICNDCTR LTD -ADR,17.575,17.575,12.234,9.246,-5.345,0.108,-0.717,335.943,0.3038975817923186,1.9008219770711658,8.577551746876514,2.98,0.15937726762979088
178377,2013-12-31,SPIEF,G8651P110,SPI ENERGY CO LTD,15.375,15.375,18.101,2.036,-5.342,0.825,-17.862,70.964,-0.17730081300813008,7.551571709233792,0.3128839597215046,,0.18260133835858783
178865,2013-12-31,RBCN,78112T206,RUBICON TECHNOLOGY INC,11.536,11.536,14.042,3.22,-9.031,6.135,-9.106,202.695,-0.21723300970873785,3.582608695652174,1.659946203556434,99.49999999999999,-0.42581255288437614
024800,2013-12-31,QCOM,747525103,QUALCOMM INC,6622.0,6622.0,2434.0,1951.0,1965.0,313.0,1757.0,46282.0,0.6324373301117487,3.3941568426447977,0.9191496474464772,74.25,0.10036556995679624
185784,2013-12-31,RDA,749394102,RDA MICROELECTRONCS INC -ADR,52.442,52.442,37.744,19.715,-5.017,-0.558,-6.151,290.936,0.28027153808016475,2.66000507227999,0.7416473790888976,17.88,-0.5463730256215076
185943,2013-12-31,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,43.324,43.324,25.613,22.061,-6.114,0.074,-6.754,160.875,0.4088034345859108,1.9638275690131908,0.9151595882508871,7.41,-0.3123065445483262
201395,2013-12-31,TSM,874039100,TAIWAN SEMICONDUCTOR MFG CO,4749.73,4749.73,1408.862,425.561,1570.994,336.214,1654.002,42333.245,0.7033806132138037,11.161102638634649,0.7567423060953242,17.44,0.02681079730229574
208068,2013-12-31,SPIL,827084864,SILICONWARE PRECISION INDS,616.238,616.238,384.004,54.748,87.017,19.095,92.044,3413.304,0.37685764266403565,11.255899758895302,0.7492598859164085,5.98,0.08212928557882115
209341,2013-12-31,UMC,910873405,UNITED MICROELECTRONICS CORP,1097.276,1097.276,570.264,173.928,41.175,16.054,31.508,9852.964,0.4802911938290822,6.308794443677844,0.6409628256127693,2.04,0.07813479485219421
213412,2013-12-31,ASX,00215W100,ASE TECHNOLOGY HLDNG CO,2103.329,2103.329,1692.963,181.781,228.585,24.219,190.441,9611.87,0.19510309609195708,11.570675703181301,1.0476478475376345,4.8,0.0693548370696433
216019,2013-12-31,AIIXY,009606203,AIXTRON SE,54.663,54.663,20.247,41.155,-29.494,2.969,-19.525,776.024,0.6296032050930246,1.3282225731988824,1.7402766039140207,,-0.4926255603924371
187740,2013-12-31,MTSI,55405Y100,MACOM TECHNLGY SOL HLDGS INC,84.154,84.154,43.039,26.672,9.34,-1.591,-8.407,567.696,0.4885685766570811,3.1551439712057587,-0.9007294512583461,16.99,0.10618329039381669
187722,2013-12-31,IMI,45882D109,INTERMOLECULAR INC,15.617,15.617,5.993,11.422,-4.243,-0.015,-4.433,124.482,0.6162515207786387,1.3672736823673612,0.9539009486762047,4.92,-0.10468382732328152
187450,2013-12-31,ENPH,29355A107,ENPHASE ENERGY INC,67.056,67.056,43.701,23.107,-1.611,0.416,-2.394,116.669,0.34829098067287045,2.9019777556584585,0.7898662696842357,6.34,0.1648137854363536
027794,2013-12-31,WOLF,97785W106,WOLFSPEED INC,415.086,415.086,226.434,112.379,36.143,3.105,38.786,3316.657,0.45448894927798095,3.6936260333336297,0.8572573728527355,7.83,0.1986797040596502
021743,2013-12-31,NVEC,629445206,NVE CORP,6.474,6.474,1.228,1.45,3.575,1.328,4.106,102.242,0.8103181958603646,4.464827586206897,0.5890747362454621,58.28,-0.007816091954022997
132740,2013-12-31,IFNNY,45662N103,INFINEON TECHNOLOGIES AG,1355.854,1355.854,693.084,340.341,157.081,23.424,140.546,8073.116,0.48882106775508277,3.983810354908753,0.931376246088622,,0.2082871042455905
133288,2013-12-31,SLAB,826919102,SILICON LABORATORIES INC,146.236,146.236,53.797,77.212,11.786,3.06,13.702,991.15,0.6321220492901884,1.8939543076205771,0.6680696846342549,43.31,-0.040830113930775846
133564,2013-12-31,CAMT,M20791105,CAMTEK LTD,23.333,23.333,16.615,10.463,-3.745,-1.021,-0.361,91.85,0.28791839883426906,2.23004874319029,-18.96624488762364,4.05,0.32430898461887736
133726,2013-12-31,CCMP,12571T100,CMC MATERIALS INC,100.515,100.515,47.792,32.004,15.71,4.147,15.455,575.725,0.524528677311844,3.1407011623547056,0.7437448406635727,45.7,-0.056489538452873744
133905,2013-12-31,NVMI,M7516K103,NOVA LTD,30.189,30.189,13.372,11.969,3.903,0.886,3.963,162.277,0.5570572062671834,2.522265853454758,0.7646767802781329,9.84,0.3661417322834646
134932,2013-12-31,ON,682189105,ON SEMICONDUCTOR CORP,718.0,718.0,431.6,160.2,70.9,22.9,52.1,3257.0,0.3988857938718663,4.4818976279650435,0.7626998132190789,,0.055571890620405684
135044,2013-12-31,PXLW,72581M404,PIXELWORKS INC,14.984,14.984,5.328,8.251,0.238,0.179,0.129,36.744,0.6444207154297917,1.816022300327233,-0.7151012559341385,4.82,0.10411907744455084
166303,2013-12-31,TSEM1,M8799X002,JAZZ TECHNOLOGIES INC,48.39,48.39,25.845,5.527,2.229,-1.082,-3.322,230.816,0.4659020458772474,8.755201736927809,-0.4524377464958221,,0.2533022533022533
166460,2013-12-31,ASTI,043635804,ASCENT SOLAR TECH INC,0.581,0.581,7.516,,-8.491,0.0,-10.132,28.539,-11.93631669535284,,0.8380378997236478,140999.99999999997,11.911111111111111
170615,2013-12-31,ADNC,05070J102,AUDIENCE INC,33.141,33.141,14.63,22.237,-4.902,-2.023,-4.944,179.419,0.5585528499441779,1.49035391464676,0.5857980743551073,11.64,-0.143399932797436
180597,2013-12-31,STRI,78478V209,STR HOLDINGS INC,6.671,6.671,6.795,3.629,-4.274,-3.003,-6.654,129.209,-0.018587917853395294,1.838247451088454,0.3524364010285006,4.710004710004711,-0.5843872655909288
233491,2013-12-31,MX,55933J203,MAGNACHIP SEMICONDUCTOR CORP,175.51,175.51,150.581,44.597,-27.418,1.258,-20.939,625.19,0.1420374907412683,3.935466511200305,1.3880917733191729,19.5,-0.19521835622970973
264416,2013-12-31,UCTT,90385V107,ULTRA CLEAN HOLDINGS INC,126.268,126.268,102.401,13.302,8.268,1.244,7.615,292.543,0.18901859536858112,9.492407156818523,0.9083814515791784,10.03,0.4019341157138576
270151,2013-12-31,CSRE.1,12640Y205,CSR PLC,208.235,208.235,94.889,107.529,-0.988,-20.681,-96.74,883.243,0.5443177179628785,1.9365473500172048,0.00802962733552941,,-0.16434914863818217
006003,2013-12-31,IDTI,458118106,INTEGRATED DEVICE TECH INC,124.628,124.628,40.365,54.448,20.351,0.543,17.882,831.814,0.6761161215778155,2.2889362327358214,1.1035134218992015,10.18,0.09057815658443946
006008,2013-12-31,INTC,458140100,INTEL CORP,13834.0,13834.0,3381.0,4832.0,3665.0,926.0,3551.0,92358.0,0.7556021396559202,2.8629966887417218,0.7629603030262416,25.955,0.026489574831193963
006109,2013-12-31,IRF,460254105,INTL RECTIFIER CORP,269.965,269.965,150.53,77.513,19.476,-1.631,16.29,1525.832,0.4424092011927472,3.4828351373318025,1.3152849085464084,26.07,0.2061593587761703
006304,2013-12-31,KLAC,482480100,KLA CORP,705.129,705.129,265.534,229.8,189.984,37.499,176.745,5440.734,0.6234249335937112,3.0684464751958225,0.8468480312005888,64.46,0.047722845540414616
006509,2013-12-31,KLIC,501242101,KULICKE & SOFFA INDUSTRIES,79.113,79.113,39.085,39.247,-2.211,-0.091,-2.048,840.2,0.5059598296108099,2.0157719061329527,1.0316197872161865,13.3,-0.3062636466471996
006529,2013-12-31,LSI.1,502161102,LSI CORP,605.067,605.067,249.122,253.396,57.438,-2.264,42.779,2361.705,0.5882736953097756,2.387831694265103,1.4137263762559098,,0.008229910952330055
006565,2013-12-31,LRCX,512807306,LAM RESEARCH CORP,1116.061,1116.061,570.184,302.103,170.222,11.645,160.637,7555.798,0.4891103622472248,3.6943062465450525,0.9828505142540677,5.445,0.29640974530890274
007346,2013-12-31,MSCC,595137100,MICROSEMI CORP,255.631,255.631,109.761,99.832,16.513,-2.115,-0.736,2137.102,0.5706271931025579,2.560611827870823,42.0372810580104,24.95,0.0324437192545981
007682,2013-12-31,NANO,630077105,NANOMETRICS INC,46.159,46.159,22.112,20.504,1.292,0.308,0.864,262.834,0.5209601594488615,2.2512192742879438,0.962298525377229,19.05,0.5249091509745623
014108,2013-12-31,CYBE,232517102,CYBEROPTICS CORP,8.552,8.552,4.54,4.619,-0.988,0.034,-2.014,44.575,0.46913002806361087,1.8514830049794329,0.49884768881977104,6.39,0.4737204894020335
014170,2013-12-31,SEV.4,81783K108,SEVCON INC,9.049,9.049,5.049,3.122,0.71,0.121,0.609,23.517,0.44203779423140677,2.898462524023062,0.9342080074201699,,0.362801204819277
014256,2013-12-31,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,620.274,620.274,219.1,219.157,117.613,20.208,64.561,4306.882,0.6467690085349378,2.8302723618228027,1.251520105854388,27.9,0.024727988818878277
014324,2013-12-31,ALTR.1,021441100,ALTERA CORP,454.367,454.367,132.624,195.216,113.277,14.878,113.812,6009.847,0.7081126050087264,2.3275090156544547,0.8651894134937956,,0.03396823229564916
270705,2013-12-31,HIMX,43289P106,HIMAX TECHNOLOGIES INC,195.232,195.232,142.362,29.621,19.406,5.627,20.003,759.327,0.27080601540731025,6.590999628641842,0.6972424515765718,14.71,0.024092656801598666
018509,2013-12-31,IPWR,451622203,IDEAL POWER INC,0.254,0.254,0.399,1.42,-1.574,0.0,-3.575,15.836,-0.5708661417322834,0.17887323943661973,0.4402797202797203,53.099999999999994,-0.774622892635315
011124,2013-12-31,VECO,922417100,VEECO INSTRUMENTS INC,73.209,73.209,54.183,46.233,-33.552,-13.372,-35.457,947.969,0.25988607958037946,1.583479332944001,0.5894023213506776,32.91,-0.31483682580089656
010453,2013-12-31,TER,880770102,TERADYNE INC,285.301,285.301,110.0,134.136,7.437,13.096,35.439,2629.824,0.614442290773604,2.1269532414862526,0.1323050281849308,17.62,0.14853625545482352
023767,2013-12-31,ATML,049513104,ATMEL CORP,353.22,353.22,183.389,123.225,28.608,23.186,30.396,1352.526,0.4808079950172697,2.86646378575776,0.22324918913479327,7.83,0.02357983441664757
023943,2013-12-31,PMCS,69344F106,PMC-SIERRA INC,126.872,126.872,31.019,77.995,-1.843,12.377,-3.302,849.951,0.7555094898795637,1.6266683761779601,2.650266563846737,6.43,-0.01967268849773607
064766,2013-12-31,RMBS,750917106,RAMBUS INC,73.422,73.422,44.864,,17.184,6.173,-3.604,713.379,0.38895698836860887,,-12.93481776937944,9.47,0.27817140469683
064853,2013-12-31,QRVO,74736K101,QORVO INC,288.52,288.52,162.642,90.29,17.246,8.161,14.396,933.994,0.4362886455011784,3.1954812271569386,0.5188492145444062,,0.06381331278367908
064915,2013-12-31,INTT,461147100,INTEST CORP,9.335,9.335,4.439,3.667,1.022,0.345,1.037,35.481,0.5244777718264596,2.5456776656667577,0.6576570460930156,3.8,0.12877871825876674
065036,2013-12-31,QUIK,74837P405,QUICKLOGIC CORP,8.863,8.863,5.709,5.827,-3.059,0.086,-3.103,49.126,0.355861446462823,1.521022824781191,1.013142292931409,55.30044240353923,1.87200259235256
158741,2013-12-31,SMICY,81663N206,SEMICONDUCTOR MFG INTL CORP,491.797,491.797,285.569,65.819,1.688,0.17,15.855,4523.392,0.419335620184751,7.471960983910421,0.10532330353892065,,0.012150823329416305
160213,2013-12-31,GSIT,36241U106,GSI TECHNOLOGY INC,13.778,13.778,7.922,7.27,-1.902,-1.106,-1.84,144.734,0.4250254028160836,1.8951856946354884,0.4123546786389414,6.64,-0.21331506223592545
177225,2013-12-31,CAVM,14964U108,CAVIUM INC,81.135,81.135,17.483,47.956,1.292,0.12,-2.391,367.985,0.784519627780859,1.6918633747601968,-0.5674793650593741,34.51,0.2224833883288886
177458,2013-12-31,CSUNY,16942X302,CHINA SUNERGY CO LTD,125.496,125.496,118.935,11.19,-4.629,0.565,-12.754,764.653,0.05228055077452668,11.215013404825738,0.37902335749734134,,1.307420754578216
177486,2013-12-31,LDKYQ,50183L107,LDK SOLAR CO LTD,222.602,222.602,298.067,238.829,-314.294,38.247,-1169.813,3047.099,-0.3390131265666975,0.9320559898504788,0.2774544586600303,,0.6380079177029832
023119,2013-12-31,SEDG,83417M104,SOLAREDGE TECHNOLOGIES INC,27.569,27.569,50.111,9.819,-11.386,0.014,-7.773,,-0.8176575138742791,2.8077197270597822,1.4674523861316429,,0.21819627943970654
177538,2013-12-31,ILED,30049B105,EVOLUCIA INC,0.422,0.422,2.371,0.964,-2.913,0.0,-2.788,1.351,-4.618483412322275,0.43775933609958506,1.0448350071736012,,0.4807017543859651
177895,2013-12-31,GTATQ,36191U106,GT ADVANCED TECHNOLOGIES INC,32.57,32.57,21.232,52.207,-51.2,-23.082,-61.004,1187.281,0.34811175928768806,0.6238627004041604,0.5217285106528206,,-0.6817253476395688
184702,2013-12-31,NPTN,64051T100,NEOPHOTONICS CORP,74.375,74.375,49.869,24.718,-5.415,0.334,-4.118,302.227,0.3294924369747899,3.0089408528198076,1.4216115132960851,7.06,0.19915192751076205
184725,2013-12-31,NXPI,N6596X109,NXP SEMICONDUCTORS NV,1293.0,1293.0,570.0,388.0,222.0,10.0,125.0,6449.0,0.5591647331786543,3.332474226804124,1.63392,45.93,0.1586021505376345
185112,2013-12-31,IPHI,45772F107,INPHI CORP,29.13,29.13,8.131,19.935,-0.919,0.594,-0.679,182.342,0.720871953312736,1.4612490594431904,2.5374901581421176,12.9,0.27011118378024856
185517,2013-12-31,FSL,G3727Q101,FREESCALE SEMICONDUCTOR LTD,1082.0,1082.0,562.0,313.0,159.0,9.0,-109.0,3047.0,0.4805914972273567,3.4568690095846644,-1.57916000336672,16.05,0.1306165099268548
010740,2013-12-31,TRT,896712205,TRIO-TECH INTERNATIONAL,9.339,9.339,6.756,2.433,-0.446,-0.039,-0.377,34.696,0.27658207516864763,3.838471023427867,1.0606420927467302,3.35,0.2933111757374325
012215,2013-12-31,CY,232806109,CYPRESS SEMICONDUCTOR CORP,167.776,167.776,76.155,85.817,-5.657,2.21,-12.335,765.836,0.546091216860576,1.9550438724262094,0.5407812143397838,10.5,-0.0693742615776306
012216,2013-12-31,LLTC,535678106,LINEAR TECHNOLOGY CORP,334.595,334.595,69.729,100.86,151.214,34.917,139.668,2271.498,0.7916017872353144,3.317420186396986,0.8120006014262394,45.55,0.09602300831037636
018593,2013-12-31,MONT,G6209T105,MONTAGE TECHNOLOGY GROUP LTD,35.448,35.448,13.311,13.25,8.887,0.288,9.179,139.833,0.6244922139471902,2.675320754716981,0.937810413152765,16.31,0.495254566161893
018679,2013-12-31,SEMI.1,Y8213L102,SUNEDISON SEMICONDUCTOR LTD,211.6,211.6,173.5,38.3,-31.6,12.6,-30.6,1151.8,0.18005671077504726,5.5248041775456915,1.4579008073817763,,-0.08832399827660486
031743,2013-12-31,ANAD,032515108,ANADIGICS INC,36.286,36.286,28.194,14.895,-10.249,0.0,-9.957,97.681,0.2230061180620625,2.4361195031889897,1.0293261022396305,1.84,0.19064181651135326
060992,2013-12-31,SUNEQ,86732Y109,SUNEDISON INC,551.2,551.2,479.3,135.9,-139.9,-22.4,-326.4,6680.5,0.13044267053701017,4.055923473142016,0.39920042772010766,,-0.08240386216081241
